search URL:,https://patents.google.com/?assignee=Dell&oq=assignee:%28Dell%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9519439-B2,On-demand snapshot and prune in a data storage system ,Dell International L.L.C.,"Pradeep Sundarrajan, Melwyn D'Souza",2013-08-28,2013-08-28,2016-12-13,2016-12-13,https://patents.google.com/patent/US9519439B2/en,https://patentimages.storage.googleapis.com/08/ff/80/8e86d59f640b48/US09519439-20161213-D00000.png
US-8955963-B2,System and method for printing on a flexible body ,Illinois Tool Works Inc.,"Gregory B. Olejniczak, Marc C. Piscitello, Christopher J. Sobaszek, Graham P. Vlcek, Sean M. O'neil, Peter P. Dell'aquila, Steve Waszkowiak",2012-04-27,2012-05-16,2015-02-17,2015-02-17,https://patents.google.com/patent/US8955963B2/en,https://patentimages.storage.googleapis.com/54/eb/04/3c78d8799a4beb/US08955963-20150217-D00000.png
US-9805717-B2,Voice-based input using natural language processing for interfacing with one or more devices ,Dell Products Lp,"Sachinrao Panemangalore, Vinay SAWAL, Vivek Dharmadhikari, Kuntal Patel, Gavin Richard Cato",2015-03-06,2015-03-25,2017-10-31,2017-10-31,https://patents.google.com/patent/US9805717B2/en,https://patentimages.storage.googleapis.com/8d/88/6d/19fea6df088c46/US09805717-20171031-D00000.png
US-10514741-B2,Server information handling system indicator light management ,Dell Products L.P.,"Dinesh Kunnathur Ragupathi, Alaric J. N. Silveira, Ashish Munjal",2014-10-27,2017-07-12,2019-12-24,2019-12-24,https://patents.google.com/patent/US10514741B2/en,https://patentimages.storage.googleapis.com/cc/b0/33/259c398716fbe4/US10514741-20191224-D00000.png
US-9495253-B2,Virtual snapshot system and method ,Dell International L.L.C.,"Michael H. Pittelko, Mark David Olson",2012-05-29,2015-03-13,2016-11-15,2016-11-15,https://patents.google.com/patent/US9495253B2/en,https://patentimages.storage.googleapis.com/d5/48/34/3ff20832a3dcb0/US09495253-20161115-D00000.png
US-9535560-B1,Methods and systems for facilitating a remote desktop session for a web browser and a remote desktop server ,Wyse Technology L.L.C.,"Stevan KOMINAC, Jeremy Michael Stanley, Curtis Schwebke",2010-12-10,2012-07-24,2017-01-03,2017-01-03,https://patents.google.com/patent/US9535560B1/en,https://patentimages.storage.googleapis.com/9d/fe/15/20959be8ffc4f0/US09535560-20170103-D00000.png
US-9430036-B1,Methods and systems for facilitating accessing and controlling a remote desktop of a remote machine in real time by a windows web browser utilizing HTTP ,Wyse Technology L.L.C.,"Stevan KOMINAC, Jeremy Michael Stanley, Curtis Schwebke",2010-12-10,2012-07-24,2016-08-30,2016-08-30,https://patents.google.com/patent/US9430036B1/en,https://patentimages.storage.googleapis.com/72/5f/22/b24535f36268e7/US09430036-20160830-D00000.png
US-2008018657-A1,System and Method for Managing an Information Handling System Display Presentation ,Bruce Montag,Bruce Montag,2006-07-18,2006-07-18,2008-01-24,,https://patents.google.com/patent/US20080018657A1/en,https://patentimages.storage.googleapis.com/US20080018657A1/US20080018657A1-20080124-D00000.png
US-2007239861-A1,System and method for automated operating system installation ,Dell Products L.P.,"Drue Reeves, Brent Schroeder",2006-04-05,2006-04-05,2007-10-11,,https://patents.google.com/patent/US20070239861A1/en,https://patentimages.storage.googleapis.com/f1/16/71/4b4aa230dd2e84/US20070239861A1-20071011-D00000.png
US-2009047824-A1,Connector Alignment System ,Dell Products L.P.,"Philip Seibert, Ernesto Ramirez",2007-08-15,2007-08-15,2009-02-19,,https://patents.google.com/patent/US20090047824A1/en,https://patentimages.storage.googleapis.com/US20090047824A1/US20090047824A1-20090219-D00000.png
US-2010115510-A1,Virtual graphics device and methods thereof ,"Dell Products, Lp","Jeremy M. Ford, Fahd B. Pirzada",2008-11-03,2008-11-03,2010-05-06,,https://patents.google.com/patent/US20100115510A1/en,https://patentimages.storage.googleapis.com/US20100115510A1/US20100115510A1-20100506-D00000.png
US-10122585-B2,System and method for providing U-space aligned intelligent VLAN and port mapping ,"Dell Products, Lp","Jinsaku Masuyama, Sajjad S. Ahmed, John R. Palmer",2014-03-06,2015-02-09,2018-11-06,2018-11-06,https://patents.google.com/patent/US10122585B2/en,https://patentimages.storage.googleapis.com/dd/7b/12/dacc073f4afd5e/US10122585-20181106-D00000.png
US-8429641-B2,System and method for migration of digital assets ,Dell Products L.P.,"Clint H. O'Connor, Gary D. Huber, Michael Haze, William A. Curtis",2010-02-02,2010-02-02,2013-04-23,2013-04-23,https://patents.google.com/patent/US8429641B2/en,https://patentimages.storage.googleapis.com/e9/3a/29/a5c456c7edffa2/US08429641-20130423-D00000.png
US-8067924-B2,Phase shedding converter with ripple minimization ,Dell Products L.P.,"Brent A. McDonald, George G. Richards",2007-12-11,2011-06-22,2011-11-29,2011-11-29,https://patents.google.com/patent/US8067924B2/en,https://patentimages.storage.googleapis.com/9a/d2/d7/599c6949274b81/US08067924-20111129-D00000.png
US-8260995-B2,Processor interrupt command response system ,Dell Products L.P.,"Juan Francisco Diaz, Dirie N. Herzi, Robert Volentine",2008-06-25,2011-07-07,2012-09-04,2012-09-04,https://patents.google.com/patent/US8260995B2/en,https://patentimages.storage.googleapis.com/80/20/e6/8094f57456a3ee/US08260995-20120904-D00000.png
US-2017316080-A1,Automatically generated employee profiles ,Quest Software Inc.,"Michel Albert Brisebois, Bahar Ghadiri Bashardoost, Gabriel M. Silberman, Cheryl Morris, Kelly Lyons, Jessica Perrie",2016-04-29,2016-04-29,2017-11-02,,https://patents.google.com/patent/US20170316080A1/en,https://patentimages.storage.googleapis.com/1a/e0/95/cc4d816950d4f4/US20170316080A1-20171102-D00000.png
US-9589116-B2,Managing heterogeneous product features using a unified license manager ,"Dell Products, Lp","Michael A. Brundridge, Gang Liu",2012-09-26,2012-09-26,2017-03-07,2017-03-07,https://patents.google.com/patent/US9589116B2/en,https://patentimages.storage.googleapis.com/b4/09/13/80b22b5dac9ad0/US09589116-20170307-D00000.png
US-2017310625-A1,Prioritized Messaging System ,"Dell Software, Inc.","Guangning Hu, Curtis Johnstone",2016-04-22,2016-04-22,2017-10-26,,https://patents.google.com/patent/US20170310625A1/en,https://patentimages.storage.googleapis.com/92/e4/26/82ae9c9f952e47/US20170310625A1-20171026-D00000.png
US-8405966-B2,Memory carrier and IHS coupling system ,Dell Products L.P.,"Corey D. Hartman, Brian T. Whitman, Glen Patrick Gordon, Jeffory L. Smalley, Michael Schrempp, Pete Ross, Russell Smith",2010-11-23,2010-11-23,2013-03-26,2013-03-26,https://patents.google.com/patent/US8405966B2/en,https://patentimages.storage.googleapis.com/2a/a5/ee/dc255cf8552e73/US08405966-20130326-D00000.png
US-2017289837-A1,Network optimization and client steering based on wireless data rate capabilities of mixed client devices ,Dell Software Inc.,"Zhuangzhi Duo, Zhong Chen",2016-03-30,2016-03-30,2017-10-05,,https://patents.google.com/patent/US20170289837A1/en,https://patentimages.storage.googleapis.com/67/5a/b2/1245e27d33cd25/US20170289837A1-20171005-D00000.png
US-D691126-S,Information handling system housing ,Dell Products L.P.,"Michael Morton, James Hallar, Joseph E. Jasinski, Rajib Adhikary, Daniel K. Harden, Kenneth Musgrave",2012-09-14,2012-09-14,2013-10-08,2013-10-08,https://patents.google.com/patent/USD691126S1/en,https://patentimages.storage.googleapis.com/05/29/84/3b1d404a44fadd/USD0691126-20131008-D00000.png
US-9612603-B2,Calibration of voltage regulator ,"Dell Products, L.P.","George G. Richards, III, Abey K. Mathew, John E. Jenne, Ralph H. Johnson, III",2014-07-17,2014-07-17,2017-04-04,2017-04-04,https://patents.google.com/patent/US9612603B2/en,https://patentimages.storage.googleapis.com/5c/9d/ea/c8b8110e77983a/US09612603-20170404-D00000.png
US-9681577-B2,System and method for improving fan life in an information handling system ,"Dell Products, Lp","Dinesh K. Ragupathi, Alaric Silveira, Carlos G. Henry, Thanh Hung Dang, Hasnain Shabbir",2014-06-20,2014-07-08,2017-06-13,2017-06-13,https://patents.google.com/patent/US9681577B2/en,https://patentimages.storage.googleapis.com/65/e5/ef/6415d1bf3ad345/US09681577-20170613-D00000.png
US-2014049897-A1,Storage carrier apparatus and method for supporting storage devices of different transverse dimensions within a common platform ,Dell Products L.P.,"Shawn Hoss, Matthew McGuff",2012-08-20,2012-08-20,2014-02-20,,https://patents.google.com/patent/US20140049897A1/en,https://patentimages.storage.googleapis.com/1b/f9/db/9ff89a870e256c/US20140049897A1-20140220-D00000.png
US-2014052925-A1,System and method for write-life extension of storage resources ,Dell Products L.P.,"Gary B. Kotzur, Jason P. Gross",2012-08-17,2012-08-17,2014-02-20,,https://patents.google.com/patent/US20140052925A1/en,https://patentimages.storage.googleapis.com/d6/39/57/23f134cf49c4af/US20140052925A1-20140220-D00000.png
US-9189396-B2,Snapshot coordination ,Dell Products L.P.,"Marc David Olin, Michael James Klemm",2012-08-24,2012-08-24,2015-11-17,2015-11-17,https://patents.google.com/patent/US9189396B2/en,https://patentimages.storage.googleapis.com/31/05/06/7fa147ec569705/US09189396-20151117-D00000.png
US-9830110-B2,System and method to enable dynamic changes to virtual disk stripe element sizes on a storage controller ,"Dell Products, Lp","Dharmesh Patel, Jenwei Hsieh, Rizwan Ali, Mahmoud Ahmadian",2014-06-20,2014-06-20,2017-11-28,2017-11-28,https://patents.google.com/patent/US9830110B2/en,https://patentimages.storage.googleapis.com/70/c0/07/1bc01a0e50c27b/US09830110-20171128-D00000.png
US-9582393-B2,Method to facilitate rapid deployment and rapid redeployment of an information handling system ,"Dell Products, Lp",Allen C. Wynn,2014-06-20,2014-06-20,2017-02-28,2017-02-28,https://patents.google.com/patent/US9582393B2/en,https://patentimages.storage.googleapis.com/86/57/ab/269e43040c2ddf/US09582393-20170228-D00000.png
US-9106707-B2,DHCP communications configuration system ,Dell Products L.P.,Evan John Bigall,2012-08-16,2012-08-16,2015-08-11,2015-08-11,https://patents.google.com/patent/US9106707B2/en,https://patentimages.storage.googleapis.com/44/09/ca/5b25cfd3f20c94/US09106707-20150811-D00000.png
US-2009222832-A1,System and method of enabling resources within an information handling system ,"Dell Products, Lp",Andrew T. Sultenfuss,2008-02-29,2008-02-29,2009-09-03,,https://patents.google.com/patent/US20090222832A1/en,https://patentimages.storage.googleapis.com/US20090222832A1/US20090222832A1-20090903-D00000.png
US-9400724-B2,Federating and protecting multiple big data sources combined with enterprise data sources for BI ,"Dell Products, Lp",Suresh Kumar Jasrasaria,2014-05-29,2014-05-29,2016-07-26,2016-07-26,https://patents.google.com/patent/US9400724B2/en,https://patentimages.storage.googleapis.com/2c/d5/f6/0558ae2b9ee88e/US09400724-20160726-D00000.png
US-8931074-B2,Adaptive system behavior change on malware trigger ,Dell Products L.P.,"Rocco Ancona, Roy Stedman",2012-10-10,2012-10-10,2015-01-06,2015-01-06,https://patents.google.com/patent/US8931074B2/en,https://patentimages.storage.googleapis.com/83/56/31/5230daab374f6f/US08931074-20150106-D00000.png
US-2009164289-A1,Call center schedule compliance management ,Dell Products L.P.,"Thomas M. Minnich, JR., Ted Alan Wrenn, JR.",2007-12-19,2007-12-19,2009-06-25,,https://patents.google.com/patent/US20090164289A1/en,https://patentimages.storage.googleapis.com/US20090164289A1/US20090164289A1-20090625-D00000.png
US-9563632-B2,Garbage collection aware deduplication ,Dell Products L.P.,"Mark Taylor, Goutham Rao, Vinod Jayaraman",2012-07-23,2012-07-23,2017-02-07,2017-02-07,https://patents.google.com/patent/US9563632B2/en,https://patentimages.storage.googleapis.com/a4/8d/83/d851c01682d2fe/US09563632-20170207-D00000.png
US-2012200992-A1,"System and method for concurrent manufacturing, testing, and integration of a modular data center ","Dell Products, Lp.","Ty Schmitt, Mark M. Bailey, Anthony Middleton, Tyler Duncan",2011-02-07,2011-02-07,2012-08-09,,https://patents.google.com/patent/US20120200992A1/en,https://patentimages.storage.googleapis.com/db/39/f5/f9ab0343d61dae/US20120200992A1-20120809-D00000.png
US-9473360-B2,System and method for primary switch election in peer groups ,"Dell Products, L.P.",Kumaresan Ramakrishnan,2014-04-29,2014-04-29,2016-10-18,2016-10-18,https://patents.google.com/patent/US9473360B2/en,https://patentimages.storage.googleapis.com/0d/16/a7/8b2db95ff03775/US09473360-20161018-D00000.png
US-8972620-B2,Methods and systems to simplify population of modular components in an information handling system ,Dell Products L.P.,"Stephen Billick, Robert Bassman",2010-07-02,2010-07-02,2015-03-03,2015-03-03,https://patents.google.com/patent/US8972620B2/en,https://patentimages.storage.googleapis.com/dc/f5/88/82d5ba90c8a416/US08972620-20150303-D00000.png
US-2008052526-A1,System and Method for Enrolling Users in a Pre-Boot Authentication Feature ,"Dailey James E, Gregory Hudgins, Alok Pant, Tyner Benjamen G","James E. Dailey, Gregory Hudgins, Alok Pant, Benjamen G. Tyner",2006-07-10,2006-07-10,2008-02-28,,https://patents.google.com/patent/US20080052526A1/en,https://patentimages.storage.googleapis.com/US20080052526A1/US20080052526A1-20080228-D00000.png
US-8688644-B1,Systems and methods for performing recovery of directory data ,Dell Software Inc.,"Vladimir Tyurin, Maxim Koval-Navrocky, Shawn Barker",2006-12-06,2012-06-27,2014-04-01,2014-04-01,https://patents.google.com/patent/US8688644B1/en,https://patentimages.storage.googleapis.com/b0/e0/91/4b3f4d12f540d2/US08688644-20140401-D00000.png
US-8830203-B2,Multi-zone touchscreen orientation ,Dell Products L.P.,"Andrew T. Sultenfuss, Stefan Peana",2012-06-26,2012-06-26,2014-09-09,2014-09-09,https://patents.google.com/patent/US8830203B2/en,https://patentimages.storage.googleapis.com/d4/43/cb/305e5f6bdf004b/US08830203-20140909-D00000.png
US-8757674-B2,"System, method and apparatus for door latching using a spring latch ","Dell Products, Lp","Brian Bruce, Ahmad Chamseddine",2007-09-04,2012-06-01,2014-06-24,2014-06-24,https://patents.google.com/patent/US8757674B2/en,https://patentimages.storage.googleapis.com/27/d7/28/33325d8600af4b/US08757674-20140624-D00000.png
US-9251859-B2,Drive vibration prevention system ,Dell Products L.P.,"Kevin Mundt, Frank Widjaja Yu",2012-05-25,2012-05-25,2016-02-02,2016-02-02,https://patents.google.com/patent/US9251859B2/en,https://patentimages.storage.googleapis.com/29/6e/7d/f6e042ac5c4657/US09251859-20160202-D00000.png
US-10474691-B2,Micro-staging device and method for micro-staging ,"Dell Products, Lp",Jeffrey L. Timbs,2012-05-25,2012-05-25,2019-11-12,2019-11-12,https://patents.google.com/patent/US10474691B2/en,https://patentimages.storage.googleapis.com/60/ef/c8/7ad1535ddf22fc/US10474691-20191112-D00000.png
US-8990449-B2,Systems and methods for out of band notification of hard drive status change ,Dell Products L.P.,"Kevin Mundt, Frank Widjaja Yu",2012-05-15,2012-05-15,2015-03-24,2015-03-24,https://patents.google.com/patent/US8990449B2/en,https://patentimages.storage.googleapis.com/b3/6d/9b/c3937c096c6860/US08990449-20150324-D00000.png
US-D676436-S,Server information handling system interface device ,Dell Products L.P.,"Yinggang Du, Bryan K. Hunter, Lorenz Henric Jentz, Mark Gilson",2012-04-25,2012-04-25,2013-02-19,2013-02-19,https://patents.google.com/patent/USD676436S1/en,https://patentimages.storage.googleapis.com/7e/5c/4f/063e1945cebb44/USD0676436-20130219-D00000.png
US-8898797-B2,Secure option ROM firmware updates ,Dell Products L.P.,"David Konetski, Frank Molsberry, Ricardo L. Martinez",2012-04-12,2012-04-12,2014-11-25,2014-11-25,https://patents.google.com/patent/US8898797B2/en,https://patentimages.storage.googleapis.com/14/04/0f/00aa21d1f5f02b/US08898797-20141125-D00000.png
US-8898445-B2,System and method of enabling a function within a module configured to be used within an information handling system ,"Dell Products, Lp","Vaden Mohrmann, Madhusudhan Rangarajan",2008-04-14,2014-01-06,2014-11-25,2014-11-25,https://patents.google.com/patent/US8898445B2/en,https://patentimages.storage.googleapis.com/39/c6/1c/2a175848f9be8b/US08898445-20141125-D00000.png
US-8271755-B1,Discovering data storage for backup ,"Quest Software, Inc.",Fabrice Helliker,2005-06-13,2012-03-20,2012-09-18,2012-09-18,https://patents.google.com/patent/US8271755B1/en,https://patentimages.storage.googleapis.com/da/19/c8/8e0c79de81c06e/US08271755-20120918-D00000.png
US-8949527-B2,Systems and methods for optimizing write accesses in a storage array ,Dell Products L.P.,Gary B. Kotzur,2012-03-14,2012-03-14,2015-02-03,2015-02-03,https://patents.google.com/patent/US8949527B2/en,https://patentimages.storage.googleapis.com/17/d9/4a/a61f6b8d788cdd/US08949527-20150203-D00000.png
US-8949199-B2,Systems and methods for de-duplication in storage systems ,Dell Products L.P.,"Jacob Cherian, Itay Dar",2011-12-29,2012-01-27,2015-02-03,2015-02-03,https://patents.google.com/patent/US8949199B2/en,https://patentimages.storage.googleapis.com/a2/0b/f1/534cd122f65ac2/US08949199-20150203-D00000.png
US-D724077-S,Information handling system housing ,Dell Products L.P.,"James H Hallar, Paul J Doczy",2013-10-11,2013-10-11,2015-03-10,2015-03-10,https://patents.google.com/patent/USD724077S1/en,https://patentimages.storage.googleapis.com/c2/40/16/0490b5ff3f8179/USD0724077-20150310-D00000.png
US-9559859-B2,Home hub ,Dell Products L.P.,"Martin Kacin, Michael R. Gray, Matthew N. Lewinski, Graham D. Perks",2012-01-05,2012-01-05,2017-01-31,2017-01-31,https://patents.google.com/patent/US9559859B2/en,https://patentimages.storage.googleapis.com/23/5e/91/643a707f0b3042/US09559859-20170131-D00000.png
US-2017170574-A1,"System for Transmission and/or Reception of Signals Having Electromagnetic Modes With Orbital Angular Momentum, and Device and Method Thereof ","Rai Radiotelevisione Italiana S.P.A., S.I.Sv.El. Societa'italiana Per Lo Sviluppo Dell' Elettronica S.P.A.","Bruno Sacco, Assunta De Vita",2014-04-17,2015-04-17,2017-06-15,,https://patents.google.com/patent/US20170170574A1/en,https://patentimages.storage.googleapis.com/15/64/1a/40ea9c692f3229/US20170170574A1-20170615-D00000.png
US-9400538-B2,Information handling system docking with cable based power and video management ,Dell Products L.P.,"Ernesto Ramirez, Christian L Critz, Liam B Quinn, Sean P O'Neal",2013-09-13,2013-09-13,2016-07-26,2016-07-26,https://patents.google.com/patent/US9400538B2/en,https://patentimages.storage.googleapis.com/90/5e/8c/fd3552a9d4b308/US09400538-20160726-D00000.png
US-9141153-B2,Hard disk drive assemblies with open side wall areas ,Dell Products Lp,"Kevin W. Mundt, Haesung Kwon, Frank W. Yu",2013-09-11,2013-09-11,2015-09-22,2015-09-22,https://patents.google.com/patent/US9141153B2/en,https://patentimages.storage.googleapis.com/e5/23/4b/a41e43d9244ed3/US09141153-20150922-D00000.png
US-9261924-B2,Heat pipe assemblies ,Dell Inc.,"David William Grunow, Daniel William Kehoe, Matthew B. Mendelow",2013-09-05,2013-09-05,2016-02-16,2016-02-16,https://patents.google.com/patent/US9261924B2/en,https://patentimages.storage.googleapis.com/93/ca/7a/22b7f111a352ab/US09261924-20160216-D00000.png
US-2010132925-A1,Partable Thermal Heat Pipe ,Donald Carson Lewis,Donald Carson Lewis,2008-12-03,2009-12-02,2010-06-03,,https://patents.google.com/patent/US20100132925A1/en,https://patentimages.storage.googleapis.com/85/c5/82/ef0965e49be002/US20100132925A1-20100603-D00000.png
US-2015153851-A1,Flexible Pen in Narrow Garage ,"Dell Products, Lp","Lawrence E. Knepper, Deeder M. Aurongzeb, John Trevor Morrison, Patrick Hampton, Michael David, Sean P. O'Neal",2013-03-08,2015-02-05,2015-06-04,,https://patents.google.com/patent/US20150153851A1/en,https://patentimages.storage.googleapis.com/74/65/ed/7871b62c811190/US20150153851A1-20150604-D00000.png
US-10289832-B2,System and method for securing embedded controller communications by verifying host system management mode execution ,"Dell Products, Lp","Matthew G. Page, Richard M. Tonry",2014-04-22,2016-07-20,2019-05-14,2019-05-14,https://patents.google.com/patent/US10289832B2/en,https://patentimages.storage.googleapis.com/a0/b4/e7/c99ee5cc5dbc44/US10289832-20190514-D00000.png
US-10423294-B2,Synchronizing a cursor from a managed system with a cursor from a remote system ,"Dell Products, Lp","Wei Liu, William A. Moyes",2013-01-18,2016-07-15,2019-09-24,2019-09-24,https://patents.google.com/patent/US10423294B2/en,https://patentimages.storage.googleapis.com/86/71/1c/12e14c829bd968/US10423294-20190924-D00000.png
US-2016249223-A1,Method and System for Optimizing Shared Spectrum Utilizing Context Aware Radio Communication Management ,"Dell Products, Lp","Will A. Egner, Liam B. Quinn",2014-11-06,2014-11-14,2016-08-25,,https://patents.google.com/patent/US20160249223A1/en,https://patentimages.storage.googleapis.com/fb/23/93/efa511c35e6fa5/US20160249223A1-20160825-D00000.png
US-9934151-B2,System and method for dynamic optimization for burst and sustained performance in solid state drives ,"Dell Products, Lp",Lip Vui Kan,2016-06-28,2016-06-28,2018-04-03,2018-04-03,https://patents.google.com/patent/US9934151B2/en,https://patentimages.storage.googleapis.com/97/0a/4d/39b9bd497258af/US09934151-20180403-D00000.png
US-9590793-B2,Apparatus and method for signal aggregation in an information handling system ,"Dell Products, Lp","Andrew T. Sultenfuss, Liam B. Quinn, Sean P. O'Neal",2014-06-11,2016-06-21,2017-03-07,2017-03-07,https://patents.google.com/patent/US9590793B2/en,https://patentimages.storage.googleapis.com/e4/04/6b/a4c9e0a5852ccd/US09590793-20170307-D00000.png
US-10423425-B2,System and method for runtime update of ESRT table for hot-pluggable disks ,"Dell Products, Lp","Sumanth Vidyadhara, Raveendra Babu Madala",2016-06-13,2016-06-13,2019-09-24,2019-09-24,https://patents.google.com/patent/US10423425B2/en,https://patentimages.storage.googleapis.com/f8/0b/a6/8604891aeac8f1/US10423425-20190924-D00000.png
US-9829934-B2,Unibody construction triangular chassis ,"Dell Products, Lp","Shawn P. Hoss, Edward D. Knapton, Steven J. Zielnicki, Christopher M. Helberg",2014-07-31,2016-05-31,2017-11-28,2017-11-28,https://patents.google.com/patent/US9829934B2/en,https://patentimages.storage.googleapis.com/ee/30/f8/39e0d8d43db2ae/US09829934-20171128-D00000.png
US-9811471-B2,Programmable cache size via class of service cache allocation ,"Dell Products, L.P.","John Erven Jenne, Stuart A. Berke",2016-03-08,2016-03-08,2017-11-07,2017-11-07,https://patents.google.com/patent/US9811471B2/en,https://patentimages.storage.googleapis.com/55/f0/8d/8656c379f3301f/US09811471-20171107-D00000.png
US-10255201-B2,Local key management for storage devices ,"Dell Products, L.P.","Dinesh Kunnathur Ragupathi, Rama Rao Bisa, Pavan Kumar, Syama Sundar Poluri, Sanjeev S. Dambal, Satyajit Dipakbhai Desai, Kevin Warren Mundt",2016-05-18,2016-05-18,2019-04-09,2019-04-09,https://patents.google.com/patent/US10255201B2/en,https://patentimages.storage.googleapis.com/a6/ac/79/abb9e15cdb76d7/US10255201-20190409-D00000.png
US-2015253794-A1,System and Method for Server Rack and Data Center Cooling ,"Dell Products, Lp","John R. Palmer, Syed S. Ahmed, Jinsaku Masuyama",2014-03-06,2014-03-06,2015-09-10,,https://patents.google.com/patent/US20150253794A1/en,https://patentimages.storage.googleapis.com/bf/35/0f/e4f4371e4c34a2/US20150253794A1-20150910-D00000.png
US-2014204007-A1,Method and system for liquid crystal display color optimization with sub-pixel openings ,Stefan Peana,Stefan Peana,2013-01-22,2013-01-22,2014-07-24,,https://patents.google.com/patent/US20140204007A1/en,https://patentimages.storage.googleapis.com/97/ee/2e/efb7d5600f887f/US20140204007A1-20140724-D00000.png
US-9736048-B2,Virtual private network dead peer detection ,Sonicwall Inc.,"Zhong Chen, Aravind Thangavelu, Dong Xiang, Yanjun YANG",2014-01-08,2016-03-22,2017-08-15,2017-08-15,https://patents.google.com/patent/US9736048B2/en,https://patentimages.storage.googleapis.com/54/17/c0/879c827ec0c3b3/US09736048-20170815-D00000.png
US-9122647-B2,System and method to backup objects on an object storage platform ,"Dell Products, L.P.","Xiaoyang Tian, Srikanth Nandigam, Wendy Chen",2012-10-16,2012-10-16,2015-09-01,2015-09-01,https://patents.google.com/patent/US9122647B2/en,https://patentimages.storage.googleapis.com/33/9a/d8/f708ad7e6702c2/US09122647-20150901-D00000.png
US-10191917-B2,Virtual disk utility ,Quest Software Inc.,"Martin Kacin, Kirk L. Reistroffer, Michael R. Gray",2011-04-06,2016-03-21,2019-01-29,2019-01-29,https://patents.google.com/patent/US10191917B2/en,https://patentimages.storage.googleapis.com/18/99/d2/36fa459de37cc0/US10191917-20190129-D00000.png
US-9940143-B2,Using peripheral component interconnect express vendor-defined message (PCIe-VDM) and inter-integrated circuit (I2C) transport for network communications ,"Dell Products, L.P.","Ajeesh Kumar, Yarriswamy Chandranna, Kala Sampathkumar, Elie Antoun Jreij",2016-03-17,2016-03-17,2018-04-10,2018-04-10,https://patents.google.com/patent/US9940143B2/en,https://patentimages.storage.googleapis.com/18/3c/4a/0fdce94adf41b1/US09940143-20180410-D00000.png
US-10114426-B2,Full height I/O bracket for low profile expansion card ,"Dell Products, L.P.","Chih-Hsiang Lee, Yao-Chien Lien, Hsien-chih Wu, Chien Hung Chou, Kuo-Chih Lin, Martin Hardis",2013-05-14,2016-03-17,2018-10-30,2018-10-30,https://patents.google.com/patent/US10114426B2/en,https://patentimages.storage.googleapis.com/14/72/a2/c4ada05905067d/US10114426-20181030-D00000.png
US-9516106-B2,System and method for peer-to-peer management through policy and context replication ,"Dell Products, Lp","Carlton A. Andrews, Douglas M. Anson, Sandeep V. Karandikar, David Konetski, Frank H. Molsberry",2012-11-19,2016-02-09,2016-12-06,2016-12-06,https://patents.google.com/patent/US9516106B2/en,https://patentimages.storage.googleapis.com/e6/ef/ad/db98c788cca789/US09516106-20161206-D00000.png
US-10268262-B2,Dynamic peak power limiting to processing nodes in an information handling system ,"Dell Products, L.P.","Mukund P Khatri, Binay A. Kuruvila, John Erven Jenne",2015-08-02,2016-01-20,2019-04-23,2019-04-23,https://patents.google.com/patent/US10268262B2/en,https://patentimages.storage.googleapis.com/9a/23/b2/3445d896f2e466/US10268262-20190423-D00000.png
US-10148674-B2,Method for semi-supervised learning approach to add context to malicious events ,"Dell Products, Lp",Lewis I. McLean,2015-12-11,2015-12-11,2018-12-04,2018-12-04,https://patents.google.com/patent/US10148674B2/en,https://patentimages.storage.googleapis.com/80/ec/12/bfda8bf9ed96d0/US10148674-20181204-D00000.png
US-10069718-B2,Switching of host network traffic through baseboard management controller (BMC) ,"Dell Products, L.P.","Lucky Pratap Khemani, S. Sudarshan",2015-11-26,2015-11-26,2018-09-04,2018-09-04,https://patents.google.com/patent/US10069718B2/en,https://patentimages.storage.googleapis.com/7d/f3/39/410010969eb2a3/US10069718-20180904-D00000.png
US-2008221974-A1,Lazy Evaluation of Bulk Forecasts ,"Alexander Gilgur, Yuval Levin, Perka Michael F, Dale Quantz","Alexander Gilgur, Yuval Levin, Michael F. Perka, Dale Quantz",2007-02-22,2008-02-22,2008-09-11,,https://patents.google.com/patent/US20080221974A1/en,https://patentimages.storage.googleapis.com/US20080221974A1/US20080221974A1-20080911-D00000.png
US-2009231805-A1,System and Method for Information Handling System Chassis Impact Bumpers ,"Maria Carmen Schlesener, Angela Gail Stern","Maria Carmen Schlesener, Angela Gail Stern",2008-02-21,2008-02-21,2009-09-17,,https://patents.google.com/patent/US20090231805A1/en,https://patentimages.storage.googleapis.com/US20090231805A1/US20090231805A1-20090917-D00000.png
US-10712792-B2,System and method for provisioning a powered off server in a data center ,"Dell Products, L.P.","Sajjad Ahmed, Travis E. Taylor, III, Arulnambi Raju, Sudhir Shetty, Jeffrey M. Lairsey, David M. Warden, Pritesh F. Prabhu, Jinsaku Masuyama, John R. Palmer",2015-11-09,2015-11-09,2020-07-14,2020-07-14,https://patents.google.com/patent/US10712792B2/en,https://patentimages.storage.googleapis.com/a5/58/4b/8d72287155cc28/US10712792-20200714-D00000.png
